"Authors","Author full names","Author(s) ID","Title","Year","Source title","Link","Abstract","Author Keywords","Index Keywords"
"Blosser R.H.","Blosser, R.H. (57165927700)","57165927700","Economics of establishing a soil conservation program on a beef farm","1958","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960582322&doi=10.2307%2f1235377&partnerID=40&md5=53ea597cfa7945961e044a39588bb6e6","[No abstract available]","",""
"Georgescu-roegen N.","Georgescu-roegen, N. (7801567376)","7801567376","Economic theory and Agrarian economics","1960","Oxford Economic Papers","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0002344306&doi=10.1093%2foxfordjournals.oep.a040831&partnerID=40&md5=676396535af995107574d06c33cdb2f2","[No abstract available]","",""
"Holstein E.J.; kent W.","Holstein, Edwin J. (56952989300); kent, William (56952333000)","56952989300; 56952333000","Economics in American Engineering Schools","1960","Engineering Economist","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946652083&doi=10.1080%2f001379X6008546903&partnerID=40&md5=09a63647be15ef73e68a8755966d421b","History records that political economy received at least perfunctory attention in what were then engineering schools, over one hundred and thirty years ago. In 1827, Valentine B. Horton, who was later to become a Whig congressman and to make and lose a fortune, became “a professor of Moral Philosophy and Political Economy” at the American Literary, Scientific and Military Academy, the forerunner of Norwich University.1 During the 1840s and ′50s, many engineering schools included a few lectures in moral philosophy and political economy in their programs. More formal and more enthusiastic promotion of economics on engineering campuses was evident under the aegis of Francis Amasa Walker, a noted economist and statistician, who, after service at the Sheffield School at Yale, became president of Massachusetts Institute of Technology in the early l88Os. Under his guidance, and that of Davis R. Dewey, who became an assistant professor of Economics and Statistics at M.I.T. in 1888, economics began to flourish on at least one engineering campus. © 1960 Taylor & Francis Group, LLC.","",""
"Mehren G.L.","Mehren, George L. (57166585400)","57166585400","Organization and strategy for agricultural economics work","1960","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960561081&doi=10.2307%2f1234830&partnerID=40&md5=e3eb1d45d98ceb590c93b13662fac9e2","[No abstract available]","",""
"Doyle L.E.","Doyle, Lawrence E. (57215758684)","57215758684","A Sampling of the Recent Literature of Engineering Economics in the Tool Production Engineering Area","1958","Engineering Economist","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946657491&doi=10.1080%2f0013791X.1958.10131819&partnerID=40&md5=33abfc57e79948494db882a4bb5b55f4","[No abstract available]","",""
"Devons. E.","Devons., Ely (57188901129)","57188901129","The Bank Rate Tribunal Evidence: A Symposium","1959","The Manchester School","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980091777&doi=10.1111%2fj.1467-9957.1959.tb01379.x&partnerID=40&md5=f56ffa296fec18a1cb997880720d52c1","The evidence taken by the Tribunal of Inquiry into allegations of a “leakage” of information about the increase in Bank rate to 7%on September 19th, 1957, contains much that is of interest not only to economists but to other social scientists as well. Its publication prompted members of the Faculty of Economics and Social Studies in the University of Manchester to hold a series of seminars, to explore the evidence successively from the point of view of the economist, the political scientist, and the sociologist. The three papers which follow are the consequence of the experiment. Copyright © 1959, Wiley Blackwell. All rights reserved","",""
"Hume L.J.","Hume, L.J. (57225825498)","57225825498","THE DEFINITION OF ECONOMICS","1956","Economic Record","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979191259&doi=10.1111%2fj.1475-4932.1956.tb00420.x&partnerID=40&md5=f06f85883cd276cd63a878f112e9e920","[No abstract available]","",""
"Dillon J.L.; Mauldon E.G.","Dillon, John L. (24324422400); Mauldon, E.G. (57190330302)","24324422400; 57190330302","INVENTORY ANALYSIS AND THE ECONOMICS OF FODDER CONSERVATION","1959","Economic Record","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979192501&doi=10.1111%2fj.1475-4932.1959.tb00460.x&partnerID=40&md5=3a63be66947eaddcc7ef10a78c3eb43f","[No abstract available]","",""
"Brennan M.J.","Brennan, Michael J. (56929892500)","56929892500","Economics and the Theory of Social Systems","1958","American Journal of Economics and Sociology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34248974303&doi=10.1111%2fj.1536-7150.1958.tb00231.x&partnerID=40&md5=52d5338d8b3484e1195195923261bfdb","[No abstract available]","",""
"Jeffrey A.D.","Jeffrey, Arthur D. (57188788895)","57188788895","An application of scalogram analysis in agricultural economics research","1958","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963084844&doi=10.2307%2f1234941&partnerID=40&md5=50741e6619306e72a42db0f43c5ff7d3","Scalogram analysis is a mathematical scaling technique developed by Louis Guttman. It is used to rank the various members of a population with respect to some attitude area. An attitude is considered to contain only a single dimension. The universe under investigation is defined by a series of questions, the answers to which forro a scale. This paper reports one application of this technique to an attitude problem in land use, specifically, the attitude of farmers in an area of submarginal land toward abandonment. © 1958, Oxford University Press. All rights reserved.","",""
"","","","BESPRECHUNGEN COMPTES RENDUS","1958","Kyklos","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979328900&doi=10.1111%2fj.1467-6435.1958.tb00328.x&partnerID=40&md5=b21f05b7b29f491a9ced8d2b47d853f2","Josef Siegl. Franz von Baader — Ein Bild seines Lebens und Wirkens. MüUnchen 1957. Bayerischer Schulbuch‐Verlag. 107 S. 8.50 DM Franzm von Baader. Gesellschaftslehre. Ausgewählt, eingeleitet und mit Texthinweisen von Hans Grassl. MüUnchen 1957. Kösel‐Verlag. 332 S. 18.80 DM Alfred Bonné. Studies in Economic Development. (International Library of Sociology and Social Reconstruction.) London 1957. Routledge. X, 294 p. 32s. Edward H. Chamberlin. The Economic Analysis of Labor Union Power. Washington, D.C., 1958. American Enterprise Association. 46 p. $1.‐ G. C. Field. Political Theory. London 1956. Methuen. 314 p. 18s. Seymour E. Harris. International and Interregional Economics. (Economic Handbook Series.) New York/Toronto/London 1957. McGraw‐Hill, XIV, 564 p. $ 7.‐ Reinhold Henzler. Die Genossenschaft, eine föUrdernde Betriebswirt‐schaft. Essen 1957. Girardet. 228 S. sFr. 22.60 Giancarlo Mazzocchi. Risparmio e ciclo economico, con particolare riguardo al risparmio contrattuale private. Milano 1957. GiuffrèG. 168 p. L. 1200.‐ S. Daniel Neumark. Economic Influences on the South African Frontier, 1652–1836. Food Research Institute, Stanford University. Stanford University Press, 1957. XIII, 196 p. $5.‐ Alexander RüUstow. Ortsbestimmung der Gegenwart, Bd. III; Herrschaft oder Freiheit. Erlenbach‐ZüUrich und Stuttgart 1957. Eugen Rentsch Verlag. 728 S. Lw. sFr. 34.20 R.J. Saulnier, Harold G. Halgrow, and Neil H. Jacoby. Federal Lending and Loan Insurance. Princeton University Press for National Bureau of Economic Research. Princeton 1958. XXX, 566 p. $12.‐ Nicolas Spulber. The Economics of Communist Eastern Europe. New York 1957. The Technology Press and John Wiley & Sons, XXVII, 525 p. $12.50 Copyright © 1958, Wiley Blackwell. All rights reserved","",""
"Richards A.B.","Richards, Allen B. (57165202200)","57165202200","Goals of education and their relation to agricultural economics curricula","1960","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960603892&doi=10.2307%2f1235716&partnerID=40&md5=7315320779d79cc3fa74e5c8066499f6","[No abstract available]","",""
"Booth E.J.R.","Booth, E.J.R. (57165660900)","57165660900","Some fundamental problems concerning undergraduate curriculum in agricultural economics","1958","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960601990&doi=10.2307%2f1235094&partnerID=40&md5=1b33afc3faf9cb8b831ea6e0a30489f6","[No abstract available]","",""
"Yeager L.B.","Yeager, Leland B. (6701606743)","6701606743","Measurements as Scientific Method in Economics","1957","American Journal of Economics and Sociology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980054703&doi=10.1111%2fj.1536-7150.1957.tb00194.x&partnerID=40&md5=cafc198223da5880ba1333040182b9c8","[No abstract available]","",""
"Brinegar G.K.; Bachman K.L.; Southworth H.M.","Brinegar, George K. (57166415600); Bachman, Kenneth L. (57165797600); Southworth, Herman M. (57166011300)","57166415600; 57165797600; 57166011300","Reorientations in research in agricultural economics","1959","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960607052&doi=10.2307%2f1234881&partnerID=40&md5=4ad9f83ffc0e7180503bee98eba1af18","[No abstract available]","",""
"Zebot C.A.","Zebot, Cyril A. (56930582300)","56930582300","Economics of Affluence","1959","Review of Social Economy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924592651&doi=10.1080%2f00346765900000016&partnerID=40&md5=572b83db0f79177bb9a67033dc438ebc","[No abstract available]","",""
"Brandow G.E.","Brandow, G.E. (57154048600)","57154048600","The current state of agricultural economics: The policy controversy","1959","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960593423&doi=10.2307%2f1235228&partnerID=40&md5=9398944d1f02eff1d64c5a8d1f1543de","[No abstract available]","",""
"WILSON G.W.","WILSON, GEORGE W. (24490138300)","24490138300","ECONOMICS OF THE CROWSNEST PASS RATES","1958","Canadian Journal of Agricultural Economics/Revue canadienne d'agroeconomie","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977699231&doi=10.1111%2fj.1744-7976.1958.tb01920.x&partnerID=40&md5=074c88a774a349fae45c642cad1b52fb","[No abstract available]","",""
"EMPSON J.D.","EMPSON, J.D. (57123250500)","57123250500","ECONOMICS, MARKET RESEARCH AND THE MARKET FOR MILK","1958","Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979187448&doi=10.1111%2fj.1477-9552.1958.tb01651.x&partnerID=40&md5=326f9ca39952aceacd43358b6c04ae93","[No abstract available]","",""
"HEADY E.O.","HEADY, EARL O. (7004341300)","7004341300","APPLICATIONS OF GAME THEORY IN AGRICULTURAL ECONOMICS","1958","Canadian Journal of Agricultural Economics/Revue canadienne d'agroeconomie","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977692840&doi=10.1111%2fj.1744-7976.1958.tb01917.x&partnerID=40&md5=894f07207057cb1817a6ab67fd687280","[No abstract available]","",""
"Munby D.L.","Munby, D.L. (57190099539)","57190099539","THE DUNDEE SCHOOL OF ECONOMICS: IN MEMORIAM","1957","Scottish Journal of Political Economy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982059252&doi=10.1111%2fj.1467-9485.1957.tb00218.x&partnerID=40&md5=b8e27e570c22322af87af1cefd3d8c14","[No abstract available]","",""
"Tyler C.; Winter C.H., Jr.; Boylan D.R.","Tyler, Chaplin (56952059100); Winter, C.H. (56952008100); Boylan, David R. (16045966400)","56952059100; 56952008100; 16045966400"," CHEMICAL ENGINEERING ECONOMICS","1960","Engineering Economist","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946661001&doi=10.1080%2f00137916008965102&partnerID=40&md5=02bcb790b13b63f0775c2241a896ca64","[No abstract available]","",""
"","","","BESPRECHUNGEN COMPTES RENDUS","1958","Kyklos","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979312580&doi=10.1111%2fj.1467-6435.1958.tb00336.x&partnerID=40&md5=4d252e8700ab48535c7021e2f23f2b6b","G. C. Allen. Japan's Economic Recovery. London 1958. Oxford University Press. XI, 215 p. 25s. Oskar Anderson. Probleme der statistischen Methodenlehre in den Sozialwissenschaften. Dritte, wesentlich umgearbeitete und erweiterte Auflage. Würzburg 1957. Physica‐Verlag. 358 S. 24.50 dm Joe S. Bain. Barriers to New Competition. Cambridge, Mass., 1956. Harvard University Press. 329 p. $5.50 Horace Belshaw. Population Growth and Levels of Consumption (with special reference to countries in Asia.) London 1956. Allen & Unwin. XXIX, 223 p. 25s. Mark Blaug. Ricardian Economics: A Historical Study. New Haven 1958. Yale University Press, X, 269 p. $5.– Gregory C. Chow. Demand for Automobiles in the United States. (Contributions to Economic Analysis XIII.) North‐Holland Publishing Company. Amsterdam 1957. XI, 110 p. hfl. 10.– Robert Dorfman, Paul A. Samuelson and Robert M. Solow. Linear Programming and Economic Analysis. London 1958. McGraw‐Hill. 525 p. 77s. 6d. P. T. Ellsworth. The International Economy (revised ed.). New York 1958. Macmillan. XI, 513 p. $6.75 Milton Friedman. A Theory of the Consumption Function. National Bureau of Economic Research. Princeton University Press, Princeton 1957. XVI 243 P. $4.75 John Jewkes, David Sawers et Richard Stillerman. The Sources of Invention. Londres 1958. Macmillan. 440 p. 31 s. 6d. William F. Kennedy. Humanist Versus Economist. The Economic Thought of Samuel Taylor Coleridge. Berkeley and Los Angeles 1958. University of California Press. 96 p. $2.– Francesco Kneschaurek. Die nationale Buchhaltung unter Berücksichtigung ihrer Anwendungsmöglichkeiten in der Schweiz. Zürich und St. Gallen 1958. Polygraphischer Verlag. 212 S. sFr. 27.45 Heinrich Küng. Streiflichter zur schweizerischen Wirtschaftspolitik. (Veröffentlichungen der List Gesellschaft ≪ Stimmen der Praxis ≫, Band 1.) Zweite, erweiterte Auflage. Kyklos‐Verlag, Basel, und Mohr (Paul Siebeck), Tübingen 1958. 239 S. 9.80 dm Fran¸ois Le Lionnais (Hg.). La méthode dans les sciences modernes. Paris 1958. Editions Science et Industrie. 344 S. fFr. 3000.– R. Duncan Luce and Howard Raiffa. Games and Decisions—Introduction and Critical Survey. New York 1957. Wiley. 509 p. $8.75 James E. Meade. The Control of Inflation. Cambridge, England, 1958. Cambridge University Press. 52 p. 5s. T. H. Pear. Personality, Appearance and Speech. London 1957. Allen & Unwin. 167 p. Joco Radakovié (ed.). Privreda FNRJ u periodu od 1947–1956 godine. (The development of the Yugoslav economy 1947–1956.) Beograd 1957. Ekonomski Institut fnrj. 396 p. Copyright © 1958, Wiley Blackwell. All rights reserved","",""
